date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev
2025-10-07,Sam Bennett,,SOG,3.5,2.0,0.14287653950145296,134,-175,betonlineag,Under,0.34690829506914533
2025-10-07,Sam Bennett,,SOG,3.5,2.0,0.14287653950145296,145,-175,bovada,Under,0.34690829506914533
2025-10-07,Andre Burakovsky,,POINTS,0.5,0.7,0.5034146962085905,167,-222,betonlineag,Over,0.34411723887693657
2025-10-07,Tyler Bertuzzi,,SOG,1.5,2.0,0.5939941502901616,126,-162,draftkings,Over,0.34242677965576496
2025-10-07,Tyler Bertuzzi,,SOG,1.5,2.0,0.5939941502901616,125,-175,betmgm,Over,0.3364868381528635
2025-10-07,Tyler Bertuzzi,,SOG,1.5,2.0,0.5939941502901616,125,-165,bovada,Over,0.3364868381528635
2025-10-07,Gustav Forsling,,POINTS,0.5,0.7,0.5034146962085905,165,-218,draftkings,Over,0.3340489449527647
2025-10-07,Sam Bennett,,SOG,3.5,2.0,0.14287653950145296,130,-182,williamhill_us,Under,0.32807041681643007
2025-10-07,Gustav Forsling,,POINTS,0.5,0.7,0.5034146962085905,162,-210,fanduel,Over,0.31894650406650704
2025-10-07,Sam Rinzel,,POINTS,0.5,0.7,0.5034146962085905,162,-210,fanduel,Over,0.31894650406650704
2025-10-07,Andre Burakovsky,,SOG,1.5,2.0,0.5939941502901616,122,-160,fanduel,Over,0.3186670136441585
2025-10-07,Andre Burakovsky,,SOG,1.5,2.0,0.5939941502901616,122,-159,betonlineag,Over,0.3186670136441585
2025-10-07,Tyler Bertuzzi,,SOG,1.5,2.0,0.5939941502901616,122,-159,betonlineag,Over,0.3186670136441585
2025-10-07,Sam Rinzel,,POINTS,0.5,0.7,0.5034146962085905,161,-213,betonlineag,Over,0.31391235710442134
2025-10-07,Gustav Forsling,,POINTS,0.5,0.7,0.5034146962085905,161,-213,betonlineag,Over,0.31391235710442134
2025-10-07,Gustav Forsling,,POINTS,0.5,0.7,0.5034146962085905,160,-220,betmgm,Over,0.3088782101423353
2025-10-07,Andre Burakovsky,,POINTS,0.5,0.7,0.5034146962085905,160,-212,draftkings,Over,0.3088782101423353
2025-10-07,Andre Burakovsky,,POINTS,0.5,0.7,0.5034146962085905,160,-220,betmgm,Over,0.3088782101423353
2025-10-07,Sam Bennett,,SOG,3.5,2.0,0.14287653950145296,135,-190,betmgm,Under,0.30824107128725586
2025-10-07,Tyler Bertuzzi,,SOG,1.5,2.0,0.5939941502901616,120,-170,williamhill_us,Over,0.3067871306383555
2025-10-07,Sam Reinhart,,SOG,3.5,2.0,0.14287653950145296,146,-192,betonlineag,Under,0.3035419295082071
2025-10-07,Sam Rinzel,,POINTS,0.5,0.7,0.5034146962085905,155,-210,betmgm,Over,0.28370747533190566
2025-10-07,Sam Rinzel,,POINTS,0.5,0.7,0.5034146962085905,155,-204,draftkings,Over,0.28370747533190566
2025-10-07,Sam Bennett,,POINTS,0.5,0.7,0.5034146962085905,-205,158,fanduel,Under,0.28119008378183663
2025-10-07,Brad Marchand,,SOG,2.5,2.0,0.32332358381693654,-115,-112,betonlineag,Under,0.28085178777508424
2025-10-07,Connor Bedard,,SOG,2.5,2.0,0.32332358381693654,-114,-114,betonlineag,Under,0.2702522198524173
2025-10-07,Brad Marchand,,SOG,2.5,2.0,0.32332358381693654,-117,-115,williamhill_us,Under,0.2650906911248576
2025-10-07,Brad Marchand,,SOG,2.5,2.0,0.32332358381693654,-115,-115,draftkings,Under,0.2650906911248576
2025-10-07,Brad Marchand,,SOG,2.5,2.0,0.32332358381693654,-115,-115,bovada,Under,0.2650906911248576
2025-10-07,Brad Marchand,,SOG,2.5,2.0,0.32332358381693654,-118,-115,betmgm,Under,0.2650906911248576
2025-10-07,Connor Bedard,,SOG,2.5,2.0,0.32332358381693654,-115,-115,draftkings,Under,0.2650906911248576
2025-10-07,Sam Reinhart,,ASSISTS,0.5,0.4,0.3296799539643607,-115,-115,betmgm,Under,0.2532070425883691
2025-10-07,Brad Marchand,,SOG,2.5,2.0,0.32332358381693654,-110,-118,fanduel,Under,0.2501310061687103
2025-10-07,Connor Bedard,,SOG,2.5,2.0,0.32332358381693654,-115,-118,williamhill_us,Under,0.2501310061687103
2025-10-07,2.5,,BLOCKS,2.5,1.5,0.1911531694619418,140,-185,bovada,Under,0.24606133353160314
2025-10-07,Frank Nazar,,GOALS,0.5,0.3,0.25918177931828207,380,-600,fanduel,Over,0.24407254072775386
2025-10-07,Connor Bedard,,SOG,2.5,2.0,0.32332358381693654,-110,-120,bovada,Under,0.24057342966894968
2025-10-07,Sam Reinhart,,POINTS,1.5,0.7,0.1558049835546038,164,-215,fanduel,Under,0.23684386130371993
2025-10-07,Sam Reinhart,,ASSISTS,0.5,0.4,0.3296799539643607,-110,-120,draftkings,Under,0.22892008439867217
2025-10-07,Sam Bennett,,POINTS,0.5,0.7,0.5034146962085905,-192,147,betonlineag,Under,0.2265657003647814
2025-10-07,Andre Burakovsky,,ASSISTS,0.5,0.4,0.3296799539643607,270,-385,draftkings,Over,0.2198158296681345
2025-10-07,Andre Burakovsky,,ASSISTS,0.5,0.4,0.3296799539643607,270,-400,betmgm,Over,0.2198158296681345
2025-10-07,Sam Bennett,,POINTS,0.5,0.7,0.5034146962085905,-188,145,draftkings,Under,0.21663399428895347
2025-10-07,Sam Reinhart,,POINTS,1.5,0.7,0.1558049835546038,174,-233,betonlineag,Under,0.20651047414728296
2025-10-07,Sam Reinhart,,POINTS,1.5,0.7,0.1558049835546038,170,-235,betmgm,Under,0.2034269383370541
2025-10-07,Connor Bedard,,SOG,2.5,2.0,0.32332358381693654,-105,-130,betmgm,Under,0.19719673632388135
2025-10-07,Sam Reinhart,,POINTS,1.5,0.7,0.1558049835546038,180,-240,draftkings,Under,0.19594293996431134
2025-10-07,Sam Bennett,,POINTS,0.5,0.7,0.5034146962085905,-190,140,betmgm,Under,0.19180472909938284
2025-10-07,Ilya Mikheyev,,SOG,1.5,2.0,0.5939941502901616,100,-130,betonlineag,Over,0.18798830058032312
2025-10-07,Ilya Mikheyev,,SOG,1.5,2.0,0.5939941502901616,100,-130,draftkings,Over,0.18798830058032312
2025-10-07,Tyler Bertuzzi,,ASSISTS,0.5,0.4,0.3296799539643607,260,-370,draftkings,Over,0.1868478342716985
2025-10-07,Ryan Donato,,ASSISTS,0.5,0.4,0.3296799539643607,260,-370,draftkings,Over,0.1868478342716985
2025-10-07,Tyler Bertuzzi,,POINTS,0.5,0.7,0.5034146962085905,135,-185,betmgm,Over,0.18302453609018765
2025-10-07,Tyler Bertuzzi,,POINTS,0.5,0.7,0.5034146962085905,134,-172,fanduel,Over,0.1779903891281016
2025-10-07,Ilya Mikheyev,,SOG,1.5,2.0,0.5939941502901616,-103,-132,williamhill_us,Over,0.17068750008643496
2025-10-07,Connor Bedard,,SOG,2.5,2.0,0.32332358381693654,106,-138,fanduel,Under,0.16702164530122537
2025-10-07,Aaron Ekblad,,ASSISTS,0.5,0.4,0.3296799539643607,105,-135,draftkings,Under,0.1668534134694462
2025-10-07,Ilya Mikheyev,,SOG,1.5,2.0,0.5939941502901616,-105,-130,betmgm,Over,0.15970286485222018
2025-10-07,Frank Nazar,,POINTS,0.5,0.7,0.5034146962085905,130,-166,fanduel,Over,0.157853801279758
2025-10-07,Tyler Bertuzzi,,POINTS,0.5,0.7,0.5034146962085905,130,-168,draftkings,Over,0.157853801279758
2025-10-07,Ryan Donato,,POINTS,0.5,0.7,0.5034146962085905,130,-175,betmgm,Over,0.157853801279758
2025-10-07,Total Saves,,SAVES,23.5,25.0,0.6061244829117162,-110,-120,bovada,Over,0.1571467401041855
2025-10-07,Ryan Donato,,ASSISTS,0.5,0.4,0.3296799539643607,250,-350,betmgm,Over,0.15387983887526235
2025-10-07,Tyler Bertuzzi,,ASSISTS,0.5,0.4,0.3296799539643607,250,-350,betmgm,Over,0.15387983887526235
2025-10-07,Frank Nazar,,ASSISTS,0.5,0.4,0.3296799539643607,250,-350,draftkings,Over,0.15387983887526235
2025-10-07,Sam Reinhart,,GOALS,0.5,0.3,0.25918177931828207,135,-180,fanduel,Under,0.152383898838228
2025-10-07,Carter Verhaeghe,,POINTS,0.5,0.7,0.5034146962085905,-170,132,fanduel,Under,0.1520779047960702
2025-10-07,Aaron Ekblad,,ASSISTS,0.5,0.4,0.3296799539643607,105,-140,betmgm,Under,0.14912007891823892
2025-10-07,Tyler Bertuzzi,,POINTS,0.5,0.7,0.5034146962085905,128,-167,betonlineag,Over,0.14778550735558638
2025-10-07,Frank Nazar,,POINTS,0.5,0.7,0.5034146962085905,126,-162,draftkings,Over,0.1377172134314144
2025-10-07,Ryan Donato,,POINTS,0.5,0.7,0.5034146962085905,126,-162,fanduel,Over,0.1377172134314144
2025-10-07,Ryan Donato,,POINTS,0.5,0.7,0.5034146962085905,126,-162,draftkings,Over,0.1377172134314144
2025-10-07,Ryan Donato,,POINTS,0.5,0.7,0.5034146962085905,126,-164,betonlineag,Over,0.1377172134314144
2025-10-07,Teuvo Teravainen,,POINTS,0.5,0.7,0.5034146962085905,126,-162,fanduel,Over,0.1377172134314144
2025-10-07,Frank Nazar,,SOG,1.5,2.0,0.5939941502901616,-110,-120,bovada,Over,0.13398883237212666
2025-10-07,Frank Nazar,,POINTS,0.5,0.7,0.5034146962085905,125,-164,betonlineag,Over,0.1326830664693286
2025-10-07,Eetu Luostarinen,,POINTS,0.5,0.7,0.5034146962085905,125,-164,betonlineag,Over,0.1326830664693286
2025-10-07,Frank Nazar,,POINTS,0.5,0.7,0.5034146962085905,125,-165,betmgm,Over,0.1326830664693286
2025-10-07,Anton Lundell,,SOG,2.5,2.0,0.32332358381693654,116,-152,fanduel,Under,0.12185826893507884
2025-10-07,Frank Nazar,,ASSISTS,0.5,0.4,0.3296799539643607,240,-350,betmgm,Over,0.12091184347882622
2025-10-07,Teuvo Teravainen,,POINTS,0.5,0.7,0.5034146962085905,122,-159,betonlineag,Over,0.1175806255830707
2025-10-07,Carter Verhaeghe,,POINTS,0.5,0.7,0.5034146962085905,-165,125,betmgm,Under,0.11731693353067141
2025-10-07,Tyler Bertuzzi,,GOALS,0.5,0.3,0.25918177931828207,330,-500,fanduel,Over,0.11448165106861274
2025-10-07,Frank Nazar,,SOG,1.5,2.0,0.5939941502901616,-115,-118,betmgm,Over,0.11051080271638891
2025-10-07,Frank Nazar,,SOG,1.5,2.0,0.5939941502901616,-115,-113,fanduel,Over,0.11051080271638891
2025-10-07,Frank Nazar,,SOG,1.5,2.0,0.5939941502901616,-115,-115,draftkings,Over,0.11051080271638891
2025-10-07,Anton Lundell,,SOG,2.5,2.0,0.32332358381693654,120,-156,betonlineag,Under,0.11044334963374502
2025-10-07,Eetu Luostarinen,,POINTS,0.5,0.7,0.5034146962085905,120,-154,draftkings,Over,0.10751233165889917
2025-10-07,Teuvo Teravainen,,POINTS,0.5,0.7,0.5034146962085905,120,-154,draftkings,Over,0.10751233165889917
2025-10-07,Teuvo Teravainen,,POINTS,0.5,0.7,0.5034146962085905,120,-160,betmgm,Over,0.10751233165889917
2025-10-07,Seth Jones,,ASSISTS,0.5,0.4,0.3296799539643607,120,-154,draftkings,Under,0.10559280320163889
2025-10-07,Frank Nazar,,SOG,1.5,2.0,0.5939941502901616,-117,-115,williamhill_us,Over,0.10168145823047059
2025-10-07,Carter Verhaeghe,,POINTS,0.5,0.7,0.5034146962085905,-156,121,betonlineag,Under,0.09745352137901508
2025-10-07,Brad Marchand,,POINTS,0.5,0.7,0.5034146962085905,-156,120,betonlineag,Under,0.092487668341101
2025-10-07,Carter Verhaeghe,,POINTS,0.5,0.7,0.5034146962085905,-154,120,draftkings,Under,0.092487668341101
2025-10-07,Seth Jones,,ASSISTS,0.5,0.4,0.3296799539643607,120,-160,betmgm,Under,0.08927007480791394
2025-10-07,Gustav Forsling,,ASSISTS,0.5,0.4,0.3296799539643607,230,-320,draftkings,Over,0.0879438480823902
2025-10-07,Evan Rodrigues,,POINTS,0.5,0.7,0.5034146962085905,115,-148,draftkings,Over,0.08234159684846942
2025-10-07,Eetu Luostarinen,,POINTS,0.5,0.7,0.5034146962085905,115,-155,betmgm,Over,0.08234159684846942
2025-10-07,Sam Bennett,,GOALS,0.5,0.3,0.25918177931828207,160,-220,fanduel,Under,0.0775537755370444
2025-10-07,Eetu Luostarinen,,POINTS,0.5,0.7,0.5034146962085905,114,-146,fanduel,Over,0.0773074498863835
2025-10-07,Carter Verhaeghe,,ASSISTS,0.5,0.4,0.3296799539643607,125,-165,betmgm,Under,0.0765746193905722
2025-10-07,Brad Marchand,,POINTS,0.5,0.7,0.5034146962085905,-148,116,fanduel,Under,0.07262425618944468
2025-10-07,Gustav Forsling,,ASSISTS,0.5,0.4,0.3296799539643607,225,-325,betmgm,Over,0.07145985038417213
2025-10-07,Carter Verhaeghe,,ASSISTS,0.5,0.4,0.3296799539643607,130,-168,draftkings,Under,0.06932007343780566
2025-10-07,Frank Nazar,,SOG,1.5,2.0,0.5939941502901616,-125,-103,betonlineag,Over,0.06918947052229085
2025-10-07,Brad Marchand,,POINTS,0.5,0.7,0.5034146962085905,-148,115,draftkings,Under,0.06765840315153049
2025-10-07,Brad Marchand,,POINTS,0.5,0.7,0.5034146962085905,-150,115,betmgm,Under,0.06765840315153049
2025-10-07,Evan Rodrigues,,POINTS,0.5,0.7,0.5034146962085905,110,-143,betonlineag,Over,0.057170862038040005
2025-10-07,Mackie Samoskevich,,POINTS,0.5,0.7,0.5034146962085905,110,-150,betmgm,Over,0.057170862038040005
2025-10-07,Mackie Samoskevich,,POINTS,0.5,0.7,0.5034146962085905,110,-142,draftkings,Over,0.057170862038040005
2025-10-07,Mackie Samoskevich,,ASSISTS,0.5,0.4,0.3296799539643607,220,-300,betmgm,Over,0.054975852685954174
2025-10-07,Mackie Samoskevich,,ASSISTS,0.5,0.4,0.3296799539643607,220,-300,draftkings,Over,0.054975852685954174
2025-10-07,Mackie Samoskevich,,POINTS,0.5,0.7,0.5034146962085905,109,-141,betonlineag,Over,0.052136715075953965
2025-10-07,Sam Bennett,,ASSISTS,0.5,0.4,0.3296799539643607,140,-182,draftkings,Under,0.03862776363763898
2025-10-07,Gustav Forsling,,SOG,1.5,2.0,0.5939941502901616,-204,155,draftkings,Under,0.03531491676008791
2025-10-07,Anton Lundell,,SOG,2.5,2.0,0.32332358381693654,140,-190,betmgm,Under,0.03282189838467564
2025-10-07,Evan Rodrigues,,POINTS,0.5,0.7,0.5034146962085905,105,-140,betmgm,Over,0.032000127227610364
2025-10-07,Seth Jones,,SOG,2.5,2.0,0.32332358381693654,146,-192,fanduel,Under,0.029112049611742352
2025-10-07,Total Saves,,SAVES,24.5,25.0,0.5266015314436506,-105,-125,bovada,Over,0.028126799485222675
2025-10-07,Evan Rodrigues,,POINTS,0.5,0.7,0.5034146962085905,104,-132,fanduel,Over,0.026965980265524547
2025-10-07,Brad Marchand,,ASSISTS,0.5,0.4,0.3296799539643607,145,-188,draftkings,Under,0.02687326201204321
2025-10-07,Carter Verhaeghe,,GOALS,0.5,0.3,0.25918177931828207,190,-260,fanduel,Under,0.0257483055593018
2025-10-07,Gustav Forsling,,SOG,1.5,2.0,0.5939941502901616,-200,152,betonlineag,Under,0.02313474126879289
2025-10-07,Sam Bennett,,ASSISTS,0.5,0.4,0.3296799539643607,140,-190,betmgm,Under,0.023120070264923076
2025-10-07,Brad Marchand,,ASSISTS,0.5,0.4,0.3296799539643607,145,-190,betmgm,Under,0.023120070264923076
2025-10-07,Eetu Luostarinen,,ASSISTS,0.5,0.4,0.3296799539643607,210,-285,draftkings,Over,0.02200785728951815
2025-10-07,Anton Lundell,,SOG,1.5,2.0,0.5939941502901616,-200,150,bovada,Under,0.0150146242745961
2025-10-07,Gustav Forsling,,SOG,1.5,2.0,0.5939941502901616,-200,150,bovada,Under,0.0150146242745961
2025-10-07,Total Saves,,SAVES,25.5,25.0,0.4470785799755852,-110,-120,bovada,Under,0.01368927004476056
2025-10-07,Connor Bedard,,POINTS,0.5,0.7,0.5034146962085905,-132,104,fanduel,Under,0.013034019734475488
2025-10-07,Connor Bedard,,ASSISTS,0.5,0.4,0.3296799539643607,150,-198,draftkings,Under,0.008865523831416866
2025-10-07,Connor Bedard,,ASSISTS,0.5,0.4,0.3296799539643607,145,-200,betmgm,Under,0.005480069053458991
2025-10-07,Brad Marchand,,GOALS,0.5,0.3,0.25918177931828207,200,-280,fanduel,Under,0.005396156639474459
2025-10-07,Aaron Ekblad,,POINTS,0.5,0.7,0.5034146962085905,-130,102,fanduel,Under,0.0031023136586472155
