date,player,team,market,line,over_price,under_price,book,actual
2025-10-22,Lane Hutson,MTL,POINTS,0.5,-156,117,pinnacle,
2025-10-22,Marco Kasper,DET,ASSISTS,0.5,230,-320,draftkings,
2025-10-22,Marco Kasper,DET,ASSISTS,0.5,236,-338,pinnacle,
2025-10-22,Marco Kasper,DET,GOALS,0.5,300,-450,fanduel,
2025-10-22,Marco Kasper,DET,POINTS,0.5,115,-148,draftkings,
2025-10-22,Marco Kasper,DET,POINTS,0.5,112,-142,fanduel,
2025-10-22,Marco Kasper,DET,POINTS,0.5,114,-151,pinnacle,
2025-10-22,Marco Kasper,DET,SOG,1.5,-142,110,draftkings,
2025-10-22,Marco Kasper,DET,SOG,1.5,-132,102,fanduel,
2025-10-22,Marco Kasper,DET,SOG,1.5,-136,103,pinnacle,
2025-10-22,Jiri Kulich,BUF,ASSISTS,0.5,270,-385,draftkings,
2025-10-22,Jiri Kulich,BUF,ASSISTS,0.5,280,-417,pinnacle,
2025-10-22,Jiri Kulich,BUF,GOALS,0.5,350,-550,fanduel,
2025-10-22,Jiri Kulich,BUF,POINTS,0.5,130,-168,draftkings,
2025-10-22,Jiri Kulich,BUF,POINTS,0.5,126,-162,fanduel,
2025-10-22,Jiri Kulich,BUF,POINTS,0.5,134,-180,pinnacle,
2025-10-22,Jiri Kulich,BUF,SOG,1.5,-168,130,draftkings,
2025-10-22,Jiri Kulich,BUF,SOG,1.5,-190,144,fanduel,
2025-10-22,Jiri Kulich,BUF,SOG,1.5,-175,131,pinnacle,
2025-10-22,Juraj Slafkovsky,MTL,ASSISTS,0.5,190,-255,draftkings,
2025-10-22,Juraj Slafkovsky,MTL,ASSISTS,0.5,201,-281,pinnacle,
2025-10-22,Juraj Slafkovsky,MTL,GOALS,0.5,250,-360,fanduel,
2025-10-22,Juraj Slafkovsky,MTL,POINTS,0.5,-120,-110,draftkings,
2025-10-22,Juraj Slafkovsky,MTL,POINTS,0.5,-113,-113,fanduel,
2025-10-22,Juraj Slafkovsky,MTL,POINTS,0.5,-117,-113,pinnacle,
2025-10-22,Juraj Slafkovsky,MTL,SOG,1.5,-182,140,draftkings,
2025-10-22,Juraj Slafkovsky,MTL,SOG,1.5,-165,126,fanduel,
2025-10-22,Juraj Slafkovsky,MTL,SOG,1.5,-195,144,pinnacle,
2025-10-22,Zach Benson,BUF,ASSISTS,0.5,160,-212,draftkings,
2025-10-22,Zach Benson,BUF,ASSISTS,0.5,156,-211,pinnacle,
2025-10-22,Zach Benson,BUF,GOALS,0.5,340,-500,fanduel,
2025-10-22,Zach Benson,BUF,POINTS,0.5,-125,-105,draftkings,
2025-10-22,Zach Benson,BUF,POINTS,0.5,-132,104,fanduel,
2025-10-22,Zach Benson,BUF,POINTS,0.5,-132,100,pinnacle,
2025-10-22,Zach Benson,BUF,SOG,1.5,-168,130,draftkings,
2025-10-22,Zach Benson,BUF,SOG,1.5,-164,125,fanduel,
2025-10-22,Zach Benson,BUF,SOG,1.5,-183,136,pinnacle,
2025-10-22,Emmitt Finnie,DET,ASSISTS,0.5,240,-345,pinnacle,
2025-10-22,Emmitt Finnie,DET,POINTS,0.5,126,-170,pinnacle,
2025-10-22,Emmitt Finnie,DET,SOG,1.5,-138,106,fanduel,
2025-10-22,Emmitt Finnie,DET,SOG,1.5,-140,106,pinnacle,
2025-10-22,Zeev Buium,MIN,ASSISTS,0.5,160,-212,draftkings,
2025-10-22,Zeev Buium,MIN,ASSISTS,0.5,165,-224,pinnacle,
2025-10-22,Zeev Buium,MIN,POINTS,0.5,120,-154,draftkings,
2025-10-22,Zeev Buium,MIN,POINTS,0.5,112,-142,fanduel,
2025-10-22,Zeev Buium,MIN,POINTS,0.5,124,-166,pinnacle,
2025-10-22,Ivan Demidov,MTL,ASSISTS,0.5,220,-300,draftkings,
2025-10-22,Ivan Demidov,MTL,ASSISTS,0.5,230,-290,pinnacle,
2025-10-22,Ivan Demidov,MTL,GOALS,0.5,330,-500,fanduel,
2025-10-22,Ivan Demidov,MTL,POINTS,0.5,115,-148,draftkings,
2025-10-22,Ivan Demidov,MTL,POINTS,0.5,118,-150,fanduel,
2025-10-22,Ivan Demidov,MTL,POINTS,0.5,118,-157,pinnacle,
2025-10-22,Ivan Demidov,MTL,SOG,1.5,-105,-125,draftkings,
2025-10-22,Ivan Demidov,MTL,SOG,1.5,104,-135,fanduel,
2025-10-22,Ivan Demidov,MTL,SOG,1.5,-106,-125,pinnacle,
