date,home,away,market,ev,date_key,total_line_used,model_total,model_spread,period1_home_proj,period1_away_proj,p_home_ml,p_away_ml,p_over,p_under,p_home_pl_-1.5,p_away_pl_+1.5,home_ml_odds,away_ml_odds,home_ml_book,away_ml_book,over_odds,under_odds,over_book,under_book,p_f10_yes,p_f10_no,home_gd10,away_gd10,form_delta,rest_delta,b2b_delta,total_bias,market_group,bet,prob,price,book,totals_line,side,edge_score,edge_reasons,edge_drivers
2026-04-10T02:30:00Z,Los Angeles Kings,Vancouver Canucks,ev_f10_yes,0.121,2026-04-10,6.0,6.22,0.61,1.04,0.99,0.6650987380777852,0.3349012619222148,0.4473204420617139,0.5526795579382862,0.35585,0.64415,-250.0,205.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.21999999999999975,first10,f10_yes,0.6725762252984553,,,,Yes,0.38157110289547647,p=0.673; P1 pace 2.03,MODEL YES
2026-04-10T02:30:00Z,Los Angeles Kings,Vancouver Canucks,ev_f10_no,-0.4543,2026-04-10,6.0,6.22,0.61,1.04,0.99,0.6650987380777852,0.3349012619222148,0.4473204420617139,0.5526795579382862,0.35585,0.64415,-250.0,205.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.21999999999999975,first10,f10_no,0.3274237747015447,,,,No,0.38157110289547647,p=0.327; P1 pace 2.03,MODEL NO
2026-04-10T02:00:00Z,Anaheim Ducks,San Jose Sharks,ev_home_ml,-0.081,2026-04-10,6.0,6.16,0.34,0.94,0.87,0.5722043534733244,0.4277956465266755,0.3292418334515493,0.6707581665484507,0.2921,0.7079,-165.0,135.0,betrivers,betrivers,,,betrivers,betrivers,0.6304613709704842,0.36953862902951584,,,,,,0.16000000000000014,moneyline,home_ml,0.5722043534733244,-165.0,betrivers,,Anaheim Ducks,0.34915546807036885,p=0.572; spread +0.34,MODEL HOME · SPREAD+
2026-04-10T02:00:00Z,Seattle Kraken,Vegas Golden Knights,ev_home_ml,-0.0551,2026-04-10,6.0,5.9,0.15,0.96,0.91,0.3970021564307719,0.602997843569228,0.3537961988022041,0.646203801197796,0.28615,0.71385,138.0,-167.0,betrivers,betrivers,,,betrivers,betrivers,0.6424571271562767,0.3575428728437233,,,,,,-0.09999999999999964,moneyline,home_ml,0.3970021564307719,138.0,betrivers,,Seattle Kraken,0.3460337279061051,p=0.397; spread +0.15,MODEL HOME · SPREAD+
2026-04-09T22:45:00Z,New York Islanders,Toronto Maple Leafs,ev_home_ml,-0.1106,2026-04-09,6.0,5.96,0.12,0.87,1.13,0.5878765386475037,0.4121234613524963,0.5049374422220824,0.4950625577779176,0.1954,0.8046,-195.0,160.0,betrivers,betrivers,,,betrivers,betrivers,0.6671289163019205,0.3328710836980795,,,,,,-0.040000000000000036,moneyline,home_ml,0.5878765386475037,-195.0,betrivers,,New York Islanders,0.3185880823811274,p=0.588; spread +0.12,MODEL HOME · SPREAD+
2026-04-10T01:00:00Z,Colorado Avalanche,Calgary Flames,ev_away_ml,0.0604,2026-04-10,6.0,6.19,1.08,1.3,0.79,0.7054321103722251,0.2945678896277749,0.5195589066155863,0.4804410933844136,0.5163,0.4837,-335.0,260.0,betrivers,betrivers,,,betrivers,betrivers,0.6832048726500637,0.3167951273499363,,,,,,0.1900000000000004,moneyline,away_ml,0.2945678896277749,260.0,betrivers,,Calgary Flames,0.28158800074392454,p=0.295; spread +1.08,MODEL AWAY · SPREAD-
2026-04-09T23:00:00Z,Montréal Canadiens,Tampa Bay Lightning,ev_home_ml,-0.0252,2026-04-09,6.0,6.07,0.41,1.02,1.01,0.5061515794280486,0.4938484205719514,0.5288634446232244,0.4711365553767755,0.30325,0.69675,-108.0,-113.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.07000000000000028,moneyline,home_ml,0.5061515794280486,-108.0,betrivers,,Montréal Canadiens,0.27595517138785297,p=0.506; spread +0.41,MODEL HOME · SPREAD+
2026-04-10T02:00:00Z,Seattle Kraken,Vegas Golden Knights,ev_away_ml,-0.0359,2026-04-10,6.0,5.9,0.15,0.96,0.91,0.3970021564307719,0.602997843569228,0.3537961988022041,0.646203801197796,0.28615,0.71385,138.0,-167.0,betrivers,betrivers,,,betrivers,betrivers,0.6424571271562767,0.3575428728437233,,,,,,-0.09999999999999964,moneyline,away_ml,0.602997843569228,-167.0,betrivers,,Vegas Golden Knights,0.26808561146311854,p=0.603; spread +0.15,MODEL AWAY · SPREAD-
2026-04-10T00:00:00Z,St. Louis Blues,Winnipeg Jets,ev_home_ml,-0.0554,2026-04-10,6.0,5.97,0.34,0.93,0.92,0.4904615750123743,0.5095384249876256,0.3388952354972178,0.6611047645027822,0.2655,0.7344999999999999,-108.0,-113.0,betrivers,betrivers,,,betrivers,betrivers,0.6385024446776645,0.3614975553223355,,,,,,-0.03000000000000025,moneyline,home_ml,0.4904615750123743,-108.0,betrivers,,St. Louis Blues,0.26690643693288923,p=0.490; spread +0.34,MODEL HOME · SPREAD+
2026-04-10T02:30:00Z,Los Angeles Kings,Vancouver Canucks,ev_under,0.2151,2026-04-10,6.0,6.22,0.61,1.04,0.99,0.6650987380777852,0.3349012619222148,0.4473204420617139,0.5526795579382862,0.35585,0.64415,-250.0,205.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.21999999999999975,totals,under,0.5526795579382862,,betrivers,6.0,Under 6.0,0.2640139662646622,total 6.22 vs line 6.0 (+0.22); p=0.553; P1 pace 2.03,MODEL UND · LINE-
2026-04-10T02:30:00Z,Los Angeles Kings,Vancouver Canucks,ev_away_ml,0.0214,2026-04-10,6.0,6.22,0.61,1.04,0.99,0.6650987380777852,0.3349012619222148,0.4473204420617139,0.5526795579382862,0.35585,0.64415,-250.0,205.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.21999999999999975,moneyline,away_ml,0.3349012619222148,205.0,betrivers,,Vancouver Canucks,0.2623223952009604,p=0.335; spread +0.61,MODEL AWAY · SPREAD-
2026-04-09T22:45:00Z,New York Islanders,Toronto Maple Leafs,ev_away_ml,0.0715,2026-04-09,6.0,5.96,0.12,0.87,1.13,0.5878765386475037,0.4121234613524963,0.5049374422220824,0.4950625577779176,0.1954,0.8046,-195.0,160.0,betrivers,betrivers,,,betrivers,betrivers,0.6671289163019205,0.3328710836980795,,,,,,-0.040000000000000036,moneyline,away_ml,0.4121234613524963,160.0,betrivers,,Toronto Maple Leafs,0.2558378315685698,p=0.412; spread +0.12,MODEL AWAY · SPREAD-
2026-04-09T23:00:00Z,New Jersey Devils,Pittsburgh Penguins,ev_home_ml,-0.0212,2026-04-09,6.0,6.07,0.25,0.89,1.01,0.4845686422291617,0.5154313577708383,0.400356504394419,0.599643495605581,0.24655,0.75345,102.0,-122.0,betrivers,betrivers,,,betrivers,betrivers,0.6483081806219331,0.3516918193780669,,,,,,0.07000000000000028,moneyline,home_ml,0.4845686422291617,102.0,betrivers,,New Jersey Devils,0.2551567562012757,p=0.485; spread +0.25,MODEL HOME · SPREAD+
2026-04-09T23:00:00Z,Ottawa Senators,Florida Panthers,ev_away_ml,-0.0353,2026-04-09,6.0,6.04,0.96,1.01,0.84,0.6784330552479821,0.3215669447520178,0.3032426360501679,0.6967573639498321,0.3205,0.6795,-250.0,200.0,betrivers,betrivers,,,betrivers,betrivers,0.6385024446776645,0.3614975553223355,,,,,,0.040000000000000036,moneyline,away_ml,0.3215669447520178,200.0,betrivers,,Florida Panthers,0.25122793210151106,p=0.322; spread +0.96,MODEL AWAY · SPREAD-
2026-04-10T02:30:00Z,Los Angeles Kings,Vancouver Canucks,ev_home_pl_-1.5,-0.3206,2026-04-10,6.0,6.22,0.61,1.04,0.99,0.6650987380777852,0.3349012619222148,0.4473204420617139,0.5526795579382862,0.35585,0.64415,-250.0,205.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.21999999999999975,puckline,home_pl_-1.5,0.35585,,,,Los Angeles Kings -1.5,0.23959517770708721,p=0.356; spread +0.61; cover margin -0.89,MODEL HOME · COVER-
2026-04-10T02:30:00Z,Los Angeles Kings,Vancouver Canucks,ev_away_pl_+1.5,0.2297,2026-04-10,6.0,6.22,0.61,1.04,0.99,0.6650987380777852,0.3349012619222148,0.4473204420617139,0.5526795579382862,0.35585,0.64415,-250.0,205.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.21999999999999975,puckline,away_pl_+1.5,0.64415,,,,Vancouver Canucks +1.5,0.19568634782267263,p=0.644; spread +0.61; cover margin -2.11,MODEL AWAY · COVER-
2026-04-10T01:00:00Z,Utah Mammoth,Nashville Predators,ev_away_ml,-0.089,2026-04-10,6.0,5.93,0.77,0.86,0.89,0.6204373687462841,0.3795626312537159,0.2386889328831819,0.7613110671168181,0.2232,0.7767999999999999,-175.0,140.0,betrivers,betrivers,,,betrivers,betrivers,0.6180631506960512,0.3819368493039488,,,,,,-0.07000000000000028,moneyline,away_ml,0.3795626312537159,140.0,betrivers,,Nashville Predators,0.1874816175464471,p=0.380; spread +0.77,MODEL AWAY · SPREAD-
2026-04-10T02:00:00Z,Anaheim Ducks,San Jose Sharks,ev_away_ml,0.0053,2026-04-10,6.0,6.16,0.34,0.94,0.87,0.5722043534733244,0.4277956465266755,0.3292418334515493,0.6707581665484507,0.2921,0.7079,-165.0,135.0,betrivers,betrivers,,,betrivers,betrivers,0.6304613709704842,0.36953862902951584,,,,,,0.16000000000000014,moneyline,away_ml,0.4277956465266755,135.0,betrivers,,San Jose Sharks,0.18413095979710786,p=0.428; spread +0.34,MODEL AWAY · SPREAD-
2026-04-09T23:00:00Z,Detroit Red Wings,Philadelphia Flyers,ev_away_ml,-0.0414,2026-04-09,6.0,6.48,0.62,1.01,0.9,0.5701493340735946,0.4298506659264054,0.4133159325287047,0.5866840674712953,0.35075,0.64925,-150.0,123.0,betrivers,betrivers,,,betrivers,betrivers,0.6502371760284711,0.3497628239715289,,,,,,0.4800000000000004,moneyline,away_ml,0.4298506659264054,123.0,betrivers,,Philadelphia Flyers,0.13649736489338618,p=0.430; spread +0.62,MODEL AWAY · SPREAD-
2026-04-09T23:00:00Z,New Jersey Devils,Pittsburgh Penguins,ev_away_ml,-0.0621,2026-04-09,6.0,6.07,0.25,0.89,1.01,0.4845686422291617,0.5154313577708383,0.400356504394419,0.599643495605581,0.24655,0.75345,102.0,-122.0,betrivers,betrivers,,,betrivers,betrivers,0.6483081806219331,0.3516918193780669,,,,,,0.07000000000000028,moneyline,away_ml,0.5154313577708383,-122.0,betrivers,,Pittsburgh Penguins,0.12910055794717484,p=0.515; spread +0.25,MODEL AWAY · SPREAD-
2026-04-09T23:00:00Z,Buffalo Sabres,Columbus Blue Jackets,ev_away_ml,-0.0947,2026-04-09,6.0,6.28,0.69,1.02,1.05,0.5689090929194485,0.4310909070805515,0.5236186709109475,0.4763813290890525,0.27455,0.7254499999999999,-134.0,110.0,betrivers,betrivers,,,betrivers,betrivers,0.6797008896746065,0.3202991103253935,,,,,,0.28000000000000025,moneyline,away_ml,0.4310909070805515,110.0,betrivers,,Columbus Blue Jackets,0.1271811276916772,p=0.431; spread +0.69,MODEL AWAY · SPREAD-
2026-04-10T01:00:00Z,Dallas Stars,Minnesota Wild,ev_away_ml,-0.097,2026-04-10,6.0,5.88,0.79,0.89,0.87,0.5740666873325503,0.4259333126674497,0.2906927617701216,0.7093072382298784,0.30465,0.69535,-136.0,112.0,betrivers,betrivers,,,betrivers,betrivers,0.6201580371486213,0.3798419628513787,,,,,,-0.1200000000000001,moneyline,away_ml,0.4259333126674497,112.0,betrivers,,Minnesota Wild,0.12500687360450763,p=0.426; spread +0.79,MODEL AWAY · SPREAD-
2026-04-10T00:00:00Z,St. Louis Blues,Winnipeg Jets,ev_away_ml,-0.0395,2026-04-10,6.0,5.97,0.34,0.93,0.92,0.4904615750123743,0.5095384249876256,0.3388952354972178,0.6611047645027822,0.2655,0.7344999999999999,-108.0,-113.0,betrivers,betrivers,,,betrivers,betrivers,0.6385024446776645,0.3614975553223355,,,,,,-0.03000000000000025,moneyline,away_ml,0.5095384249876256,-113.0,betrivers,,Winnipeg Jets,0.10188192865962806,p=0.510; spread +0.34,MODEL AWAY · SPREAD-
2026-04-09T23:00:00Z,Montréal Canadiens,Tampa Bay Lightning,ev_away_ml,-0.0691,2026-04-09,6.0,6.07,0.41,1.02,1.01,0.5061515794280486,0.4938484205719514,0.5288634446232244,0.4711365553767755,0.30325,0.69675,-108.0,-113.0,betrivers,betrivers,,,betrivers,betrivers,0.6725762252984553,0.3274237747015447,,,,,,0.07000000000000028,moneyline,away_ml,0.4938484205719514,-113.0,betrivers,,Tampa Bay Lightning,0.08394272461077454,p=0.494; spread +0.41,MODEL AWAY · SPREAD-
