date,player,team,market,line,over_price,under_price,book,actual
2025-10-17,Kirill Kaprizov,,ASSISTS,0.5,-115,-115,draftkings,
2025-10-17,Kirill Kaprizov,,ASSISTS,0.5,-115,-115,pinnacle,
2025-10-17,Kirill Kaprizov,,GOALS,0.5,115,-150,fanduel,
2025-10-17,Kirill Kaprizov,,POINTS,1.5,145,-188,draftkings,
2025-10-17,Kirill Kaprizov,,POINTS,1.5,148,-192,fanduel,
2025-10-17,Kirill Kaprizov,,POINTS,1.5,134,-185,pinnacle,
2025-10-17,Kirill Kaprizov,,SOG,3.5,105,-135,draftkings,
2025-10-17,Kirill Kaprizov,,SOG,3.5,112,-146,fanduel,
2025-10-17,Kirill Kaprizov,,SOG,3.5,106,-142,pinnacle,
2025-10-17,Mason Appleton,,ASSISTS,0.5,300,-440,draftkings,
2025-10-17,Mason Appleton,,POINTS,0.5,145,-188,draftkings,
2025-10-17,Mason Appleton,,POINTS,0.5,127,-175,pinnacle,
2025-10-17,Mason Appleton,,SOG,1.5,-115,-115,draftkings,
2025-10-17,Mason Appleton,,SOG,1.5,-112,-119,pinnacle,
2025-10-17,Alex DeBrincat,,ASSISTS,0.5,150,-198,draftkings,
2025-10-17,Alex DeBrincat,,ASSISTS,0.5,145,-200,pinnacle,
2025-10-17,Alex DeBrincat,,GOALS,0.5,180,-250,fanduel,
2025-10-17,Alex DeBrincat,,POINTS,0.5,-162,126,draftkings,
2025-10-17,Alex DeBrincat,,POINTS,0.5,-162,126,fanduel,
2025-10-17,Alex DeBrincat,,POINTS,0.5,-180,132,pinnacle,
2025-10-17,Alex DeBrincat,,SOG,2.5,-148,115,draftkings,
2025-10-17,Alex DeBrincat,,SOG,2.5,-160,122,fanduel,
2025-10-17,Alex DeBrincat,,SOG,2.5,-160,117,pinnacle,
2025-10-17,Clayton Keller,,ASSISTS,0.5,-135,105,draftkings,
2025-10-17,Clayton Keller,,ASSISTS,0.5,-148,110,pinnacle,
2025-10-17,Clayton Keller,,GOALS,0.5,150,-200,fanduel,
2025-10-17,Clayton Keller,,POINTS,1.5,165,-218,draftkings,
2025-10-17,Clayton Keller,,POINTS,1.5,152,-196,fanduel,
2025-10-17,Clayton Keller,,POINTS,1.5,161,-219,pinnacle,
2025-10-17,Clayton Keller,,SOG,2.5,-130,100,draftkings,
2025-10-17,Clayton Keller,,SOG,2.5,-132,102,fanduel,
2025-10-17,Clayton Keller,,SOG,2.5,-130,-103,pinnacle,
2025-10-17,Jakob Chychrun,,ASSISTS,0.5,185,-248,draftkings,
2025-10-17,Jakob Chychrun,,ASSISTS,0.5,188,-261,pinnacle,
2025-10-17,Jakob Chychrun,,POINTS,0.5,120,-154,draftkings,
2025-10-17,Jakob Chychrun,,POINTS,0.5,126,-162,fanduel,
2025-10-17,Jakob Chychrun,,POINTS,0.5,123,-164,pinnacle,
2025-10-17,Jakob Chychrun,,SOG,2.5,120,-154,draftkings,
2025-10-17,Jakob Chychrun,,SOG,2.5,112,-146,fanduel,
2025-10-17,Jakob Chychrun,,SOG,2.5,119,-160,pinnacle,
2025-10-17,Mikhail Sergachev,,ASSISTS,0.5,105,-135,draftkings,
2025-10-17,Mikhail Sergachev,,ASSISTS,0.5,103,-136,pinnacle,
2025-10-17,Mikhail Sergachev,,POINTS,0.5,-135,105,draftkings,
2025-10-17,Mikhail Sergachev,,POINTS,0.5,-122,-104,fanduel,
2025-10-17,Mikhail Sergachev,,POINTS,0.5,-135,102,pinnacle,
2025-10-17,Mikhail Sergachev,,SOG,1.5,-168,130,draftkings,
2025-10-17,Mikhail Sergachev,,SOG,1.5,-156,120,fanduel,
2025-10-17,Mikhail Sergachev,,SOG,1.5,-179,134,pinnacle,
2025-10-17,Filip Hronek,,ASSISTS,0.5,195,-265,draftkings,
2025-10-17,Filip Hronek,,ASSISTS,0.5,201,-281,pinnacle,
2025-10-17,Filip Hronek,,POINTS,0.5,155,-204,draftkings,
2025-10-17,Filip Hronek,,POINTS,0.5,150,-194,fanduel,
2025-10-17,Filip Hronek,,POINTS,0.5,150,-210,pinnacle,
2025-10-17,Filip Hronek,,SOG,1.5,-118,-110,fanduel,
2025-10-17,Brandon Hagel,,ASSISTS,0.5,140,-182,draftkings,
2025-10-17,Brandon Hagel,,GOALS,0.5,250,-380,fanduel,
2025-10-17,Brandon Hagel,,POINTS,0.5,-142,110,draftkings,
2025-10-17,Brandon Hagel,,POINTS,0.5,-140,110,fanduel,
2025-10-17,Brandon Hagel,,POINTS,0.5,-155,113,pinnacle,
2025-10-17,Brandon Hagel,,SOG,2.5,135,-175,draftkings,
2025-10-17,Brandon Hagel,,SOG,2.5,130,-170,fanduel,
2025-10-17,Filip Chytil,,ASSISTS,0.5,220,-300,draftkings,
2025-10-17,Filip Chytil,,ASSISTS,0.5,227,-324,pinnacle,
2025-10-17,Filip Chytil,,GOALS,0.5,290,-440,fanduel,
2025-10-17,Filip Chytil,,POINTS,0.5,105,-135,draftkings,
2025-10-17,Filip Chytil,,POINTS,0.5,112,-142,fanduel,
2025-10-17,Filip Chytil,,POINTS,0.5,100,-133,pinnacle,
2025-10-17,Filip Chytil,,SOG,2.5,-105,-125,draftkings,
2025-10-17,Filip Chytil,,SOG,2.5,110,-144,fanduel,
2025-10-17,Filip Chytil,,SOG,2.5,-105,-127,pinnacle,
2025-10-17,Kiefer Sherwood,,SOG,1.5,-110,-120,draftkings,
2025-10-17,Kiefer Sherwood,,SOG,1.5,-113,-115,fanduel,
2025-10-17,Kiefer Sherwood,,SOG,1.5,-107,-125,pinnacle,
2025-10-17,Quinn Hughes,,ASSISTS,0.5,-130,100,draftkings,
2025-10-17,Quinn Hughes,,ASSISTS,0.5,-138,103,pinnacle,
2025-10-17,Quinn Hughes,,POINTS,0.5,-182,140,draftkings,
2025-10-17,Quinn Hughes,,POINTS,0.5,-188,146,fanduel,
2025-10-17,Quinn Hughes,,POINTS,0.5,-190,140,pinnacle,
2025-10-17,Quinn Hughes,,SOG,2.5,-120,-110,draftkings,
2025-10-17,Quinn Hughes,,SOG,2.5,-102,-128,fanduel,
2025-10-17,Quinn Hughes,,SOG,2.5,-113,-118,pinnacle,
2025-10-17,Barrett Hayton,,ASSISTS,0.5,176,-234,draftkings,
2025-10-17,Barrett Hayton,,ASSISTS,0.5,182,-251,pinnacle,
2025-10-17,Barrett Hayton,,GOALS,0.5,240,-350,fanduel,
2025-10-17,Barrett Hayton,,POINTS,0.5,-120,-110,draftkings,
2025-10-17,Barrett Hayton,,POINTS,0.5,-128,100,fanduel,
2025-10-17,Barrett Hayton,,POINTS,0.5,-126,-106,pinnacle,
2025-10-17,Barrett Hayton,,SOG,1.5,-162,126,draftkings,
2025-10-17,Barrett Hayton,,SOG,1.5,-184,140,fanduel,
2025-10-17,Barrett Hayton,,SOG,1.5,-167,125,pinnacle,
2025-10-17,Moritz Seider,,ASSISTS,0.5,140,-182,draftkings,
2025-10-17,Moritz Seider,,ASSISTS,0.5,137,-184,pinnacle,
2025-10-17,Moritz Seider,,GOALS,0.5,850,-2000,fanduel,
2025-10-17,Moritz Seider,,POINTS,0.5,100,-130,draftkings,
2025-10-17,Moritz Seider,,POINTS,0.5,108,-136,fanduel,
2025-10-17,Moritz Seider,,POINTS,0.5,100,-133,pinnacle,
2025-10-17,Moritz Seider,,SOG,1.5,-142,110,draftkings,
2025-10-17,Moritz Seider,,SOG,1.5,-128,-102,fanduel,
2025-10-17,Moritz Seider,,SOG,1.5,-146,110,pinnacle,
2025-10-17,Matt Boldy,,ASSISTS,0.5,105,-135,draftkings,
2025-10-17,Matt Boldy,,ASSISTS,0.5,102,-137,pinnacle,
2025-10-17,Matt Boldy,,GOALS,0.5,180,-250,fanduel,
2025-10-17,Matt Boldy,,POINTS,0.5,-218,165,draftkings,
2025-10-17,Matt Boldy,,POINTS,0.5,-210,162,fanduel,
2025-10-17,Matt Boldy,,POINTS,0.5,-230,160,pinnacle,
2025-10-17,Matt Boldy,,SOG,3.5,115,-148,draftkings,
2025-10-17,Matt Boldy,,SOG,3.5,110,-144,fanduel,
2025-10-17,Matt Boldy,,SOG,3.5,119,-160,pinnacle,
2025-10-17,Connor McMichael,,ASSISTS,0.5,230,-320,draftkings,
2025-10-17,Connor McMichael,,ASSISTS,0.5,240,-345,pinnacle,
2025-10-17,Connor McMichael,,GOALS,0.5,360,-600,fanduel,
2025-10-17,Connor McMichael,,POINTS,0.5,110,-142,draftkings,
2025-10-17,Connor McMichael,,POINTS,0.5,122,-156,fanduel,
2025-10-17,Connor McMichael,,POINTS,0.5,109,-146,pinnacle,
2025-10-17,Connor McMichael,,SOG,1.5,-142,110,draftkings,
2025-10-17,Connor McMichael,,SOG,1.5,-140,108,fanduel,
2025-10-17,Connor McMichael,,SOG,1.5,-149,111,pinnacle,
2025-10-17,Ilya Mikheyev,,SOG,1.5,-148,115,draftkings,
2025-10-17,Ilya Mikheyev,,SOG,1.5,-138,106,fanduel,
2025-10-17,Ilya Mikheyev,,SOG,1.5,-130,-103,pinnacle,
2025-10-17,Aliaksei Protas,,ASSISTS,0.5,160,-212,draftkings,
2025-10-17,Aliaksei Protas,,ASSISTS,0.5,157,-213,pinnacle,
2025-10-17,Aliaksei Protas,,GOALS,0.5,260,-390,fanduel,
2025-10-17,Aliaksei Protas,,POINTS,0.5,-120,-110,draftkings,
2025-10-17,Aliaksei Protas,,POINTS,0.5,-132,104,fanduel,
2025-10-17,Aliaksei Protas,,POINTS,0.5,-110,-121,pinnacle,
2025-10-17,Aliaksei Protas,,SOG,1.5,-182,140,draftkings,
2025-10-17,Aliaksei Protas,,SOG,1.5,-182,138,fanduel,
2025-10-17,Aliaksei Protas,,SOG,1.5,-200,147,pinnacle,
2025-10-17,Marco Rossi,,ASSISTS,0.5,185,-248,draftkings,
2025-10-17,Marco Rossi,,ASSISTS,0.5,185,-260,pinnacle,
2025-10-17,Marco Rossi,,GOALS,0.5,350,-550,fanduel,
