date,team,opponent,is_home,goals_for,goals_against,rest_days,b2b,goals_for_roll10,goals_against_roll10
2022-10-14 02:30:00,Seattle Kraken,Los Angeles Kings,0,4.0,1.0,1,1,3.142857142857143,2.4285714285714284
2022-10-16 02:00:00,Seattle Kraken,Vegas Golden Knights,1,2.0,5.0,1,1,3.25,2.25
2022-10-18 02:00:00,Seattle Kraken,Carolina Hurricanes,1,1.0,5.0,2,0,3.111111111111111,2.5555555555555554
2022-10-20 02:00:00,Seattle Kraken,St. Louis Blues,1,3.0,4.0,2,0,2.9,2.8
2022-10-22 01:00:00,Seattle Kraken,Colorado Avalanche,0,3.0,2.0,1,1,2.9,3.2
2022-10-23 18:00:00,Seattle Kraken,Chicago Blackhawks,0,4.0,5.0,1,1,2.9,3.4
2022-10-26 02:00:00,Seattle Kraken,Buffalo Sabres,1,5.0,1.0,2,0,2.9,3.6
2022-10-28 02:00:00,Seattle Kraken,Vancouver Canucks,1,4.0,5.0,2,0,3.0,3.7
2022-10-30 02:00:00,Seattle Kraken,Pittsburgh Penguins,1,3.0,1.0,2,0,3.3,3.8
2022-11-02 01:00:00,Seattle Kraken,Calgary Flames,0,5.0,4.0,2,0,3.3,3.4
2022-11-04 00:00:00,Seattle Kraken,Minnesota Wild,0,4.0,0.0,1,1,3.4,3.3
2022-11-05 23:00:00,Seattle Kraken,Pittsburgh Penguins,0,3.0,2.0,1,1,3.4,3.2
2022-11-09 03:00:00,Seattle Kraken,Nashville Predators,1,5.0,1.0,3,0,3.5,2.9
2022-11-12 03:00:00,Seattle Kraken,Minnesota Wild,1,0.0,1.0,3,0,3.9,2.5
2022-11-14 01:00:00,Seattle Kraken,Winnipeg Jets,1,2.0,3.0,1,1,3.6,2.2
2022-11-18 03:00:00,Seattle Kraken,New York Rangers,1,3.0,2.0,4,0,3.5,2.3
2022-11-20 03:00:00,Seattle Kraken,Los Angeles Kings,1,3.0,2.0,2,0,3.4,2.0
2022-11-24 03:00:00,Seattle Kraken,San Jose Sharks,1,8.0,5.0,4,0,3.2,2.1
2022-11-26 01:00:00,Seattle Kraken,Vegas Golden Knights,0,4.0,2.0,1,1,3.6,2.1
2022-11-28 01:00:00,Seattle Kraken,Anaheim Ducks,0,5.0,4.0,2,0,3.7,2.2
2022-11-30 03:30:00,Seattle Kraken,Los Angeles Kings,0,9.0,8.0,2,0,3.7,2.2
2022-12-02 03:00:00,Seattle Kraken,Washington Capitals,1,3.0,2.0,1,1,4.2,3.0
2022-12-04 03:00:00,Seattle Kraken,Florida Panthers,1,1.0,5.0,2,0,4.2,3.0
2022-12-07 03:00:00,Seattle Kraken,Montréal Canadiens,1,2.0,4.0,3,0,3.8,3.4
2022-12-10 00:00:00,Seattle Kraken,Washington Capitals,0,1.0,4.0,2,0,4.0,3.7
2022-12-11 23:00:00,Seattle Kraken,Florida Panthers,0,5.0,2.0,1,1,3.9,3.8
2022-12-14 00:00:00,Seattle Kraken,Tampa Bay Lightning,0,2.0,6.0,2,0,4.1,3.8
2022-12-16 00:00:00,Seattle Kraken,Carolina Hurricanes,0,2.0,3.0,2,0,4.0,4.2
2022-12-19 01:00:00,Seattle Kraken,Winnipeg Jets,1,3.0,2.0,3,0,3.4,4.0
2022-12-21 03:00:00,Seattle Kraken,St. Louis Blues,1,5.0,2.0,2,0,3.3,4.0
2022-12-23 03:00:00,Seattle Kraken,Vancouver Canucks,0,5.0,6.0,2,0,3.3,3.8
2022-12-29 03:00:00,Seattle Kraken,Calgary Flames,1,2.0,3.0,6,0,2.9,3.6
2022-12-31 03:00:00,Seattle Kraken,Edmonton Oilers,1,2.0,7.0,2,0,2.8,3.7
2023-01-02 01:00:00,Seattle Kraken,New York Islanders,1,4.0,1.0,1,1,2.9,3.9
2023-01-04 02:00:00,Seattle Kraken,Edmonton Oilers,0,5.0,2.0,2,0,3.1,3.6
2023-01-06 00:00:00,Seattle Kraken,Toronto Maple Leafs,0,5.0,1.0,1,1,3.5,3.4
2023-01-08 00:00:00,Seattle Kraken,Ottawa Senators,0,8.0,4.0,2,0,3.5,3.3
2023-01-10 00:30:00,Seattle Kraken,Montréal Canadiens,0,4.0,0.0,2,0,4.1,3.1
2023-01-11 00:00:00,Seattle Kraken,Buffalo Sabres,0,4.0,3.0,0,0,4.3,2.8
2023-01-13 00:00:00,Seattle Kraken,Boston Bruins,0,3.0,0.0,2,0,4.4,2.9
2023-01-15 01:00:00,Seattle Kraken,Chicago Blackhawks,0,8.0,5.0,2,0,4.2,2.7
2023-01-16 21:00:00,Seattle Kraken,Tampa Bay Lightning,1,1.0,4.0,1,1,4.5,2.6
2023-01-18 02:00:00,Seattle Kraken,Edmonton Oilers,0,2.0,5.0,1,1,4.4,2.7
2023-01-20 03:00:00,Seattle Kraken,New Jersey Devils,1,4.0,3.0,2,0,4.4,2.5
2023-01-22 03:00:00,Seattle Kraken,Colorado Avalanche,1,1.0,2.0,2,0,4.4,2.7
2023-01-26 03:00:00,Seattle Kraken,Vancouver Canucks,1,6.0,1.0,4,0,4.0,2.7
2023-01-28 03:00:00,Seattle Kraken,Calgary Flames,1,2.0,5.0,2,0,4.1,2.7
2023-01-29 03:00:00,Seattle Kraken,Columbus Blue Jackets,1,3.0,1.0,1,1,3.5,2.8
2023-02-08 00:30:00,Seattle Kraken,New York Islanders,0,0.0,4.0,9,0,3.4,2.9
2023-02-10 00:00:00,Seattle Kraken,New Jersey Devils,0,1.0,3.0,1,1,3.0,3.0
2023-02-11 00:00:00,Seattle Kraken,New York Rangers,0,3.0,6.0,1,1,2.8,3.3
2023-02-12 18:00:00,Seattle Kraken,Philadelphia Flyers,0,4.0,3.0,1,1,2.3,3.4
2023-02-15 01:00:00,Seattle Kraken,Winnipeg Jets,0,2.0,3.0,2,0,2.6,3.3
2023-02-17 03:00:00,Seattle Kraken,Philadelphia Flyers,1,6.0,2.0,2,0,2.6,3.1
2023-02-19 03:30:00,Seattle Kraken,Detroit Red Wings,1,4.0,2.0,2,0,2.8,3.0
2023-02-20 21:00:00,Seattle Kraken,San Jose Sharks,0,0.0,4.0,1,1,3.1,3.0
2023-02-24 03:00:00,Seattle Kraken,Boston Bruins,1,5.0,6.0,3,0,2.5,3.3
2023-02-27 00:00:00,Seattle Kraken,Toronto Maple Leafs,1,1.0,5.0,2,0,2.8,3.4
2023-03-01 01:00:00,Seattle Kraken,St. Louis Blues,0,5.0,3.0,2,0,2.6,3.8
2023-03-03 00:00:00,Seattle Kraken,Detroit Red Wings,0,5.0,4.0,1,1,3.1,3.7
2023-03-04 00:00:00,Seattle Kraken,Columbus Blue Jackets,0,4.0,2.0,1,1,3.5,3.8
2023-03-06 02:00:00,Seattle Kraken,Colorado Avalanche,0,3.0,2.0,2,0,3.6,3.4
2023-03-08 03:00:00,Seattle Kraken,Anaheim Ducks,1,5.0,2.0,2,0,3.5,3.3
2023-03-10 03:00:00,Seattle Kraken,Ottawa Senators,1,4.0,5.0,2,0,3.8,3.2
2023-03-12 03:00:00,Seattle Kraken,Dallas Stars,1,3.0,4.0,2,0,3.6,3.5
2023-03-14 02:00:00,Seattle Kraken,Dallas Stars,1,2.0,5.0,1,1,3.5,3.7
2023-03-17 02:30:00,Seattle Kraken,San Jose Sharks,0,2.0,1.0,3,0,3.7,3.8
2023-03-18 20:00:00,Seattle Kraken,Edmonton Oilers,1,4.0,6.0,1,1,3.4,3.3
2023-03-22 00:30:00,Seattle Kraken,Dallas Stars,0,5.0,4.0,3,0,3.7,3.4
2023-03-24 00:00:00,Seattle Kraken,Nashville Predators,0,1.0,2.0,1,1,3.7,3.5
2023-03-25 18:00:00,Seattle Kraken,Nashville Predators,0,7.0,2.0,1,1,3.3,3.3
2023-03-28 00:00:00,Seattle Kraken,Minnesota Wild,0,1.0,5.0,2,0,3.6,3.3
2023-03-31 02:00:00,Seattle Kraken,Anaheim Ducks,1,4.0,1.0,3,0,3.4,3.6
2023-04-02 02:00:00,Seattle Kraken,Los Angeles Kings,1,1.0,3.0,2,0,3.3,3.5
2023-04-04 02:00:00,Seattle Kraken,Arizona Coyotes,1,8.0,1.0,2,0,3.0,3.3
2023-04-05 02:00:00,Seattle Kraken,Vancouver Canucks,0,5.0,2.0,1,1,3.5,3.0
2023-04-07 02:30:00,Seattle Kraken,Arizona Coyotes,1,4.0,2.0,2,0,3.8,2.7
2023-04-09 02:00:00,Seattle Kraken,Chicago Blackhawks,1,7.0,3.0,1,1,4.0,2.8
2023-04-11 02:00:00,Seattle Kraken,Arizona Coyotes,0,4.0,1.0,2,0,4.3,2.5
2023-04-12 02:00:00,Seattle Kraken,Vegas Golden Knights,0,1.0,4.0,1,1,4.2,2.2
2023-04-14 02:30:00,Seattle Kraken,Vegas Golden Knights,1,1.0,3.0,2,0,4.2,2.4
2023-04-19 02:00:00,Seattle Kraken,Colorado Avalanche,0,3.0,1.0,4,0,3.6,2.5
2023-04-21 01:30:00,Seattle Kraken,Colorado Avalanche,0,2.0,3.0,1,1,3.8,2.1
2023-04-23 02:00:00,Seattle Kraken,Colorado Avalanche,1,4.0,6.0,2,0,3.6,2.3
2023-04-25 02:00:00,Seattle Kraken,Colorado Avalanche,1,3.0,2.0,2,0,3.9,2.6
2023-04-27 01:30:00,Seattle Kraken,Colorado Avalanche,0,3.0,2.0,1,1,3.4,2.7
2023-04-29 02:00:00,Seattle Kraken,Colorado Avalanche,1,1.0,4.0,2,0,3.2,2.7
2023-05-01 01:30:00,Seattle Kraken,Colorado Avalanche,0,2.0,1.0,1,1,2.9,2.9
2023-05-03 01:30:00,Seattle Kraken,Dallas Stars,0,5.0,4.0,2,0,2.4,2.7
2023-05-05 01:30:00,Seattle Kraken,Dallas Stars,0,2.0,4.0,2,0,2.5,3.0
2023-05-08 01:30:00,Seattle Kraken,Dallas Stars,1,7.0,2.0,3,0,2.6,3.0
2023-05-10 01:30:00,Seattle Kraken,Dallas Stars,1,3.0,6.0,2,0,3.2,2.9
2023-05-12 01:30:00,Seattle Kraken,Dallas Stars,0,2.0,5.0,2,0,3.2,3.4
2023-05-13 23:00:00,Seattle Kraken,Dallas Stars,1,6.0,3.0,1,1,3.2,3.6
2023-05-16 00:00:00,Seattle Kraken,Dallas Stars,0,1.0,2.0,2,0,3.4,3.3
2023-09-26 01:00:00,Seattle Kraken,Calgary Flames,0,5.0,3.0,133,0,3.2,3.3
2023-09-26 02:00:00,Seattle Kraken,Calgary Flames,1,2.0,3.0,0,0,3.4,3.4
2023-09-29 02:00:00,Seattle Kraken,Vancouver Canucks,1,3.0,1.0,3,0,3.5,3.3
2023-10-03 02:00:00,Seattle Kraken,Edmonton Oilers,1,1.0,4.0,4,0,3.6,3.3
2023-10-05 02:00:00,Seattle Kraken,Vancouver Canucks,0,2.0,1.0,2,0,3.2,3.3
2023-10-07 01:00:00,Seattle Kraken,Edmonton Oilers,0,1.0,3.0,1,1,3.2,3.0
2023-10-11 02:30:00,Seattle Kraken,Vegas Golden Knights,0,1.0,4.0,4,0,2.6,3.1
2023-10-13 00:00:00,Seattle Kraken,Nashville Predators,0,0.0,3.0,1,1,2.4,2.9
2023-10-15 00:00:00,Seattle Kraken,St. Louis Blues,0,1.0,2.0,2,0,2.2,2.7
2023-10-18 02:00:00,Seattle Kraken,Colorado Avalanche,1,1.0,4.0,3,0,1.7,2.6
2023-10-20 02:00:00,Seattle Kraken,Carolina Hurricanes,1,7.0,4.0,2,0,1.7,2.8
2023-10-22 02:00:00,Seattle Kraken,New York Rangers,1,1.0,4.0,2,0,1.9,2.9
2023-10-25 00:15:00,Seattle Kraken,Detroit Red Wings,0,5.0,4.0,2,0,1.8,3.0
2023-10-26 23:00:00,Seattle Kraken,Carolina Hurricanes,0,2.0,3.0,1,1,2.0,3.3
2023-10-28 22:00:00,Seattle Kraken,Florida Panthers,0,2.0,3.0,1,1,2.1,3.2
2023-10-30 23:00:00,Seattle Kraken,Tampa Bay Lightning,0,4.0,3.0,2,0,2.1,3.4
2023-11-03 02:00:00,Seattle Kraken,Nashville Predators,1,4.0,2.0,3,0,2.4,3.4
2023-11-05 02:00:00,Seattle Kraken,Calgary Flames,1,3.0,6.0,2,0,2.7,3.2
2023-11-08 02:00:00,Seattle Kraken,Arizona Coyotes,0,3.0,4.0,3,0,3.0,3.5
2023-11-10 02:00:00,Seattle Kraken,Colorado Avalanche,0,4.0,3.0,2,0,3.2,3.7
2023-11-12 03:00:00,Seattle Kraken,Edmonton Oilers,1,1.0,4.0,2,0,3.5,3.6
2023-11-14 03:00:00,Seattle Kraken,Colorado Avalanche,1,1.0,5.0,2,0,2.9,3.6
2023-11-16 01:30:00,Seattle Kraken,Edmonton Oilers,0,3.0,4.0,1,1,2.9,3.7
2023-11-17 03:00:00,Seattle Kraken,New York Islanders,1,4.0,3.0,1,1,2.7,3.7
2023-11-19 03:00:00,Seattle Kraken,Vancouver Canucks,0,4.0,3.0,2,0,2.9,3.7
2023-11-21 03:00:00,Seattle Kraken,Calgary Flames,1,3.0,4.0,2,0,3.1,3.7
2023-11-23 03:00:00,Seattle Kraken,San Jose Sharks,1,7.0,1.0,2,0,3.0,3.8
2023-11-25 03:00:00,Seattle Kraken,Vancouver Canucks,1,1.0,5.0,2,0,3.3,3.7
2023-11-29 01:30:00,Seattle Kraken,Chicago Blackhawks,0,3.0,4.0,3,0,3.1,3.6
2023-12-01 00:00:00,Seattle Kraken,Toronto Maple Leafs,0,3.0,4.0,1,1,3.1,3.6
2023-12-03 00:00:00,Seattle Kraken,Ottawa Senators,0,0.0,2.0,2,0,3.0,3.7
2023-12-05 00:30:00,Seattle Kraken,Montréal Canadiens,0,2.0,4.0,2,0,2.9,3.5
2023-12-08 03:30:00,Seattle Kraken,New Jersey Devils,1,1.0,2.0,3,0,3.0,3.4
2023-12-10 03:00:00,Seattle Kraken,Tampa Bay Lightning,1,3.0,4.0,1,1,2.8,3.2
2023-12-11 02:00:00,Seattle Kraken,Minnesota Wild,1,0.0,3.0,0,0,2.7,3.3
2023-12-13 03:00:00,Seattle Kraken,Florida Panthers,1,4.0,0.0,2,0,2.3,3.3
2023-12-15 03:00:00,Seattle Kraken,Chicago Blackhawks,1,7.0,1.0,2,0,2.4,2.9
2023-12-17 03:00:00,Seattle Kraken,Los Angeles Kings,1,2.0,3.0,2,0,2.4,2.9
2023-12-19 01:00:00,Seattle Kraken,Dallas Stars,0,3.0,4.0,1,1,2.5,2.7
2023-12-21 03:00:00,Seattle Kraken,Los Angeles Kings,0,2.0,1.0,2,0,2.5,2.7
2023-12-24 01:00:00,Seattle Kraken,Anaheim Ducks,0,3.0,2.0,2,0,2.4,2.4
2023-12-28 02:30:00,Seattle Kraken,Calgary Flames,0,2.0,1.0,4,0,2.7,2.4
2023-12-30 03:00:00,Seattle Kraken,Philadelphia Flyers,1,2.0,1.0,2,0,2.7,2.1
2024-01-01 20:00:00,Seattle Kraken,Vegas Golden Knights,1,3.0,0.0,2,0,2.8,2.0
2024-01-05 03:00:00,Seattle Kraken,Ottawa Senators,1,4.0,1.0,3,0,2.8,1.6
2024-01-10 00:00:00,Seattle Kraken,Buffalo Sabres,0,5.0,2.0,4,0,3.2,1.4
2024-01-12 00:00:00,Seattle Kraken,Washington Capitals,0,4.0,1.0,2,0,3.3,1.6
2024-01-14 00:00:00,Seattle Kraken,Columbus Blue Jackets,0,7.0,4.0,2,0,3.0,1.6
2024-01-15 18:00:00,Seattle Kraken,Pittsburgh Penguins,0,0.0,3.0,1,1,3.5,1.7
2024-01-17 00:00:00,Seattle Kraken,New York Rangers,0,2.0,5.0,1,1,3.2,1.6
2024-01-19 02:00:00,Seattle Kraken,Edmonton Oilers,0,2.0,4.0,2,0,3.2,2.0
2024-01-22 02:00:00,Seattle Kraken,Toronto Maple Leafs,1,1.0,3.0,3,0,3.1,2.2
2024-01-25 03:00:00,Seattle Kraken,Chicago Blackhawks,1,6.0,2.0,3,0,3.0,2.4
2024-01-27 03:00:00,Seattle Kraken,St. Louis Blues,1,3.0,4.0,2,0,3.4,2.5
2024-01-29 02:00:00,Seattle Kraken,Columbus Blue Jackets,1,4.0,2.0,1,1,3.4,2.9
2024-01-31 03:30:00,Seattle Kraken,San Jose Sharks,0,0.0,2.0,2,0,3.4,3.0
2024-02-11 00:00:00,Seattle Kraken,Philadelphia Flyers,0,2.0,3.0,10,0,2.9,3.0
2024-02-13 00:00:00,Seattle Kraken,New Jersey Devils,0,1.0,3.0,2,0,2.7,3.2
2024-02-14 00:30:00,Seattle Kraken,New York Islanders,0,2.0,1.0,1,1,2.1,3.1
2024-02-16 00:00:00,Seattle Kraken,Boston Bruins,0,4.0,1.0,1,1,2.3,2.9
2024-02-19 20:30:00,Seattle Kraken,Detroit Red Wings,1,3.0,4.0,3,0,2.5,2.5
2024-02-23 03:00:00,Seattle Kraken,Vancouver Canucks,1,5.0,2.0,3,0,2.6,2.5
2024-02-25 03:00:00,Seattle Kraken,Minnesota Wild,1,2.0,5.0,2,0,3.0,2.4
2024-02-27 03:00:00,Seattle Kraken,Boston Bruins,1,4.0,3.0,2,0,2.6,2.7
2024-03-01 03:00:00,Seattle Kraken,Pittsburgh Penguins,1,2.0,0.0,3,0,2.7,2.6
2024-03-02 21:00:00,Seattle Kraken,Edmonton Oilers,1,1.0,2.0,1,1,2.5,2.4
2024-03-05 02:30:00,Seattle Kraken,Calgary Flames,0,4.0,2.0,2,0,2.6,2.4
2024-03-06 01:00:00,Seattle Kraken,Winnipeg Jets,0,4.0,3.0,0,0,2.8,2.3
2024-03-09 03:00:00,Seattle Kraken,Winnipeg Jets,1,0.0,3.0,3,0,3.1,2.3
2024-03-13 02:00:00,Seattle Kraken,Vegas Golden Knights,1,4.0,5.0,3,0,2.9,2.5
2024-03-15 02:00:00,Seattle Kraken,Washington Capitals,1,1.0,2.0,2,0,2.9,2.9
2024-03-17 02:00:00,Seattle Kraken,Nashville Predators,1,1.0,4.0,2,0,2.7,2.7
2024-03-19 02:00:00,Seattle Kraken,Buffalo Sabres,1,2.0,6.0,2,0,2.3,2.9
2024-03-22 02:30:00,Seattle Kraken,Vegas Golden Knights,0,1.0,3.0,3,0,2.3,3.0
2024-03-23 02:00:00,Seattle Kraken,Arizona Coyotes,0,1.0,2.0,0,0,2.0,3.0
2024-03-25 01:00:00,Seattle Kraken,Montréal Canadiens,1,1.0,5.0,1,1,1.9,3.2
2024-03-27 02:00:00,Seattle Kraken,Anaheim Ducks,1,4.0,0.0,2,0,1.9,3.5
2024-03-29 02:00:00,Seattle Kraken,Anaheim Ducks,1,4.0,2.0,2,0,1.9,3.3
2024-03-31 02:00:00,Seattle Kraken,Dallas Stars,1,0.0,3.0,2,0,1.9,3.2
2024-04-02 02:30:00,Seattle Kraken,San Jose Sharks,0,4.0,2.0,2,0,1.9,3.2
2024-04-04 01:30:00,Seattle Kraken,Los Angeles Kings,0,2.0,5.0,1,1,1.9,2.9
2024-04-06 02:00:00,Seattle Kraken,Anaheim Ducks,0,3.0,1.0,2,0,2.0,3.2
2024-04-10 02:00:00,Seattle Kraken,Arizona Coyotes,1,5.0,0.0,4,0,2.2,2.9
2024-04-12 02:00:00,Seattle Kraken,San Jose Sharks,1,1.0,3.0,2,0,2.5,2.3
2024-04-13 19:00:00,Seattle Kraken,Dallas Stars,0,1.0,3.0,1,1,2.5,2.3
2024-04-14 17:00:00,Seattle Kraken,St. Louis Blues,0,1.0,4.0,0,0,2.5,2.4
2024-04-17 00:00:00,Seattle Kraken,Winnipeg Jets,0,3.0,4.0,2,0,2.5,2.3
2024-04-18 23:00:00,Seattle Kraken,Minnesota Wild,0,4.0,3.0,1,1,2.4,2.7
2022-09-25 00:00:00,St. Louis Blues,Arizona Coyotes,0,5.0,4.0,7,0,2.4,2.8
2022-09-27 00:00:00,St. Louis Blues,Dallas Stars,0,4.0,0.0,2,0,,
2022-09-28 00:30:00,St. Louis Blues,Chicago Blackhawks,0,4.0,1.0,1,1,,
2022-09-30 00:00:00,St. Louis Blues,Columbus Blue Jackets,1,4.0,2.0,1,1,4.333333333333333,1.6666666666666667
2022-10-02 00:00:00,St. Louis Blues,Dallas Stars,1,2.0,5.0,2,0,4.25,1.75
2022-10-05 00:00:00,St. Louis Blues,Minnesota Wild,1,4.0,2.0,3,0,3.8,2.4
2022-10-06 23:30:00,St. Louis Blues,Columbus Blue Jackets,0,0.0,7.0,1,1,3.8333333333333335,2.3333333333333335
2022-10-08 19:00:00,St. Louis Blues,Chicago Blackhawks,1,6.0,0.0,1,1,3.2857142857142856,3.0
2022-10-16 00:00:00,St. Louis Blues,Columbus Blue Jackets,1,5.0,2.0,7,0,3.625,2.625
2022-10-20 02:00:00,St. Louis Blues,Seattle Kraken,0,4.0,3.0,4,0,3.7777777777777777,2.5555555555555554
2022-10-22 20:00:00,St. Louis Blues,Edmonton Oilers,0,2.0,0.0,2,0,3.8,2.6
2022-10-25 00:00:00,St. Louis Blues,Winnipeg Jets,0,0.0,4.0,2,0,3.5,2.2
2022-10-27 00:00:00,St. Louis Blues,Edmonton Oilers,1,1.0,3.0,2,0,3.1,2.6
2022-10-28 00:00:00,St. Louis Blues,Nashville Predators,0,2.0,6.0,1,1,2.8,2.8
2022-10-29 23:00:00,St. Louis Blues,Montréal Canadiens,1,4.0,7.0,1,1,2.6,3.2
2022-11-01 00:00:00,St. Louis Blues,Los Angeles Kings,1,1.0,5.0,2,0,2.8,3.4
2022-11-04 00:00:00,St. Louis Blues,New York Islanders,1,2.0,5.0,3,0,2.5,3.7
2022-11-08 00:00:00,St. Louis Blues,Boston Bruins,0,1.0,3.0,4,0,2.7,3.5
2022-11-09 00:00:00,St. Louis Blues,Philadelphia Flyers,0,1.0,5.0,1,1,2.2,3.8
2022-11-11 01:00:00,St. Louis Blues,San Jose Sharks,1,5.0,3.0,2,0,1.8,4.1
2022-11-13 03:00:00,St. Louis Blues,Vegas Golden Knights,0,3.0,2.0,2,0,1.9,4.1
2022-11-15 02:00:00,St. Louis Blues,Colorado Avalanche,0,3.0,2.0,1,1,2.0,4.3
2022-11-17 00:30:00,St. Louis Blues,Chicago Blackhawks,0,5.0,2.0,1,1,2.3,4.1
2022-11-18 01:00:00,St. Louis Blues,Washington Capitals,1,5.0,4.0,1,1,2.7,4.0
2022-11-20 01:00:00,St. Louis Blues,Anaheim Ducks,1,6.0,2.0,2,0,3.0,3.8
2022-11-22 01:00:00,St. Louis Blues,Anaheim Ducks,1,3.0,1.0,2,0,3.2,3.3
2022-11-24 00:00:00,St. Louis Blues,Buffalo Sabres,0,2.0,6.0,1,1,3.4,2.9
2022-11-26 01:00:00,St. Louis Blues,Tampa Bay Lightning,0,2.0,5.0,2,0,3.4,3.0
2022-11-26 23:30:00,St. Louis Blues,Florida Panthers,0,5.0,4.0,0,0,3.5,3.2
2022-11-29 01:00:00,St. Louis Blues,Dallas Stars,1,1.0,4.0,2,0,3.9,3.1
2022-12-02 01:00:00,St. Louis Blues,Carolina Hurricanes,1,4.0,6.0,3,0,3.5,3.2
2022-12-04 00:00:00,St. Louis Blues,Pittsburgh Penguins,0,2.0,6.0,1,1,3.6,3.6
2022-12-06 00:00:00,St. Louis Blues,New York Rangers,0,4.0,6.0,2,0,3.5,4.0
2022-12-07 00:30:00,St. Louis Blues,New York Islanders,0,7.0,4.0,1,1,3.4,4.4
2022-12-09 01:00:00,St. Louis Blues,Winnipeg Jets,1,2.0,5.0,2,0,3.6,4.4
2022-12-11 20:00:00,St. Louis Blues,Colorado Avalanche,1,2.0,3.0,2,0,3.2,4.7
2022-12-13 01:00:00,St. Louis Blues,Nashville Predators,1,1.0,0.0,1,1,3.1,4.9
2022-12-16 02:00:00,St. Louis Blues,Edmonton Oilers,0,4.0,3.0,3,0,3.0,4.3
2022-12-17 02:00:00,St. Louis Blues,Calgary Flames,0,5.0,2.0,1,1,3.2,4.1
2022-12-20 03:30:00,St. Louis Blues,Vancouver Canucks,0,5.0,1.0,3,0,3.2,3.9
2022-12-21 03:00:00,St. Louis Blues,Seattle Kraken,0,2.0,5.0,0,0,3.6,3.6
2022-12-24 03:00:00,St. Louis Blues,Vegas Golden Knights,0,4.0,5.0,3,0,3.4,3.5
2022-12-28 01:00:00,St. Louis Blues,Toronto Maple Leafs,1,4.0,5.0,3,0,3.6,3.4
2022-12-30 01:00:00,St. Louis Blues,Chicago Blackhawks,1,3.0,1.0,2,0,3.6,3.3
2022-12-31 23:00:00,St. Louis Blues,Minnesota Wild,1,2.0,5.0,1,1,3.2,3.0
2023-01-04 00:00:00,St. Louis Blues,Toronto Maple Leafs,0,6.0,5.0,3,0,3.2,3.0
2023-01-06 00:00:00,St. Louis Blues,New Jersey Devils,0,5.0,3.0,2,0,3.6,3.2
2023-01-08 00:00:00,St. Louis Blues,Montréal Canadiens,0,4.0,5.0,2,0,4.0,3.5
2023-01-09 00:00:00,St. Louis Blues,Minnesota Wild,0,3.0,0.0,1,1,4.0,3.7
2023-01-11 01:00:00,St. Louis Blues,Calgary Flames,1,4.0,3.0,2,0,3.8,3.5
2023-01-13 01:00:00,St. Louis Blues,Calgary Flames,1,1.0,4.0,2,0,3.7,3.7
2023-01-15 01:00:00,St. Louis Blues,Tampa Bay Lightning,1,2.0,4.0,2,0,3.6,3.6
2023-01-17 01:00:00,St. Louis Blues,Ottawa Senators,1,2.0,1.0,2,0,3.4,3.5
2023-01-20 01:00:00,St. Louis Blues,Nashville Predators,1,5.0,2.0,3,0,3.2,3.1
2023-01-22 01:00:00,St. Louis Blues,Chicago Blackhawks,1,3.0,5.0,2,0,3.4,3.2
2023-01-25 01:00:00,St. Louis Blues,Buffalo Sabres,1,3.0,5.0,3,0,3.5,3.2
2023-01-27 02:00:00,St. Louis Blues,Arizona Coyotes,0,0.0,5.0,2,0,3.2,3.2
2023-01-28 20:00:00,St. Louis Blues,Colorado Avalanche,0,2.0,4.0,1,1,2.7,3.4
2023-01-31 01:00:00,St. Louis Blues,Winnipeg Jets,0,2.0,4.0,2,0,2.5,3.3
2023-02-12 01:00:00,St. Louis Blues,Arizona Coyotes,1,6.0,5.0,12,0,2.4,3.7
2023-02-15 01:00:00,St. Louis Blues,Florida Panthers,1,6.0,2.0,3,0,2.6,3.9
2023-02-17 02:00:00,St. Louis Blues,New Jersey Devils,1,4.0,2.0,2,0,3.1,3.7
2023-02-18 19:00:00,St. Louis Blues,Colorado Avalanche,1,1.0,4.0,1,1,3.3,3.5
2023-02-19 19:00:00,St. Louis Blues,Ottawa Senators,0,2.0,7.0,1,1,3.2,3.8
2023-02-22 00:00:00,St. Louis Blues,Carolina Hurricanes,0,1.0,4.0,2,0,2.9,4.3
2023-02-24 01:00:00,St. Louis Blues,Vancouver Canucks,1,2.0,3.0,2,0,2.7,4.2
2023-02-25 20:30:00,St. Louis Blues,Pittsburgh Penguins,1,2.0,3.0,1,1,2.6,4.0
2023-03-01 01:00:00,St. Louis Blues,Seattle Kraken,1,3.0,5.0,3,0,2.8,3.8
2023-03-03 03:30:00,St. Louis Blues,San Jose Sharks,0,6.0,3.0,2,0,2.9,3.9
2023-03-05 03:30:00,St. Louis Blues,Los Angeles Kings,0,2.0,4.0,2,0,3.3,3.8
2023-03-08 02:00:00,St. Louis Blues,Arizona Coyotes,0,2.0,6.0,2,0,2.9,3.7
2023-03-10 01:00:00,St. Louis Blues,San Jose Sharks,1,4.0,2.0,1,1,2.5,4.1
2023-03-12 00:00:00,St. Louis Blues,Columbus Blue Jackets,0,5.0,2.0,1,1,2.5,4.1
2023-03-12 23:00:00,St. Louis Blues,Vegas Golden Knights,1,3.0,5.0,0,0,2.9,3.9
2023-03-16 01:30:00,St. Louis Blues,Minnesota Wild,1,5.0,8.0,3,0,3.0,3.7
2023-03-17 23:00:00,St. Louis Blues,Washington Capitals,0,5.0,2.0,1,1,3.4,4.1
